1.000000 1.010101 15.184100
1.000000 1.000000 14.706200
1.000000 0.990000 14.655000
1.000000 0.980100 14.628500
1.000000 0.970299 15.368000
1.000000 0.960596 13.989800
1.000000 0.950990 13.792100
1.000000 0.941480 14.955100
1.000000 0.932065 14.671400
1.000000 0.922745 14.932300
1.000000 0.913517 14.557800
1.000000 0.904382 13.984800
1.000000 0.895338 14.459700
1.000000 0.886385 14.555700
1.000000 0.877521 14.530100
1.000000 0.868746 14.671300
1.000000 0.860058 14.623400
1.000000 0.851458 14.489400
1.000000 0.842943 14.582900
1.000000 0.834514 14.800000
1.000000 0.826169 13.911400
1.000000 0.817907 13.827400
1.000000 0.809728 13.374900
1.000000 0.801631 13.881600
1.000000 0.793614 14.146900
1.000000 0.785678 13.606400
1.000000 0.777821 13.866000
1.000000 0.770043 14.232300
1.000000 0.762343 13.739700
1.000000 0.754719 13.681900
1.000000 0.747172 13.273300
1.000000 0.739700 13.571500
1.000000 0.732303 13.554800
1.000000 0.724980 13.536900
1.000000 0.717731 13.831100
1.000000 0.710553 13.657500
1.000000 0.703448 13.351100
1.000000 0.696413 13.030000
1.000000 0.689449 13.293000
1.000000 0.682555 13.783700
1.000000 0.675729 13.265200
1.000000 0.668972 13.229400
1.000000 0.662282 13.586300
1.000000 0.655659 12.904600
1.000000 0.649103 13.146400
1.000000 0.642612 12.977500
1.000000 0.636185 13.423500
1.000000 0.629824 13.199300
1.000000 0.623525 12.844100
1.000000 0.617290 13.040800
1.000000 0.611117 12.779200
1.000000 0.605006 12.915000
1.000000 0.598956 12.816100
1.000000 0.592966 12.796000
1.000000 0.587037 12.627300
1.000000 0.581166 13.072900
1.000000 0.575355 13.184400
1.000000 0.569601 12.893000
1.000000 0.563905 12.639400
1.000000 0.558266 12.615900
1.000000 0.552683 12.844400
1.000000 0.547157 11.835500
1.000000 0.541685 12.484300
1.000000 0.536268 12.660500
1.000000 0.530906 12.899300
1.000000 0.525596 12.619400
1.000000 0.520341 12.834200
1.000000 0.515137 12.601700
1.000000 0.509986 12.524500
1.000000 0.504886 12.351500
1.000000 0.499837 12.729400
1.000000 0.494839 12.925300
1.000000 0.489890 12.397700
1.000000 0.484991 11.982600
1.000000 0.480141 12.603000
1.000000 0.475340 12.151700
1.000000 0.470587 12.756700
1.000000 0.465881 12.791800
1.000000 0.461222 12.582500
1.000000 0.456610 12.074800
1.000000 0.452044 12.305800
1.000000 0.447523 11.924700
1.000000 0.443048 12.384600
1.000000 0.438618 11.944800
1.000000 0.434231 12.549400
1.000000 0.429889 12.010300
1.000000 0.425590 12.696100
1.000000 0.421334 12.026200
1.000000 0.417121 12.415400
1.000000 0.412950 12.208100
1.000000 0.408820 11.123600
1.000000 0.404732 11.244200
1.000000 0.400685 12.071300
1.000000 0.396678 12.181200
1.000000 0.392711 12.025300
1.000000 0.388784 11.914800
1.000000 0.384896 11.567100
1.000000 0.381047 12.497500
1.000000 0.377237 12.418300
1.000000 0.373464 12.414100
1.000000 0.369730 11.594600
