0 0.528370 0.518794 
1 0.514472 0.509545 
2 0.507725 0.507659 
3 0.502537 0.507363 
4 0.497661 0.507362 
5 0.492613 0.507143 
6 0.487139 0.506425 
7 0.481080 0.505023 
8 0.474333 0.502803 
9 0.466828 0.499668 
10 0.458526 0.495549 
11 0.449413 0.490404 
12 0.439500 0.484216 
13 0.428819 0.476994 
14 0.417421 0.468770 
15 0.405377 0.459595 
16 0.392769 0.449544 
17 0.379692 0.438702 
18 0.366247 0.427171 
19 0.352538 0.415058 
20 0.338669 0.402477 
21 0.324743 0.389540 
22 0.310855 0.376360 
23 0.297094 0.363043 
24 0.283539 0.349688 
25 0.270259 0.336386 
26 0.257313 0.323218 
27 0.244750 0.310254 
28 0.232607 0.297554 
29 0.220914 0.285167 
30 0.209691 0.273133 
31 0.198951 0.261483 
32 0.188698 0.250240 
33 0.178934 0.239418 
34 0.169653 0.229028 
35 0.160846 0.219072 
36 0.152503 0.209549 
37 0.144607 0.200455 
38 0.137144 0.191782 
39 0.130095 0.183520 
40 0.123443 0.175657 
41 0.117168 0.168179 
42 0.111252 0.161072 
43 0.105676 0.154320 
44 0.100421 0.147909 
45 0.095471 0.141822 
46 0.090806 0.136044 
47 0.086411 0.130561 
48 0.082269 0.125357 
49 0.078366 0.120417 
50 0.074686 0.115728 
51 0.071216 0.111276 
52 0.067944 0.107048 
53 0.064856 0.103032 
54 0.061941 0.099217 
55 0.059189 0.095591 
56 0.056590 0.092143 
57 0.054133 0.088865 
58 0.051810 0.085745 
59 0.049613 0.082776 
60 0.047534 0.079948 
61 0.045565 0.077255 
62 0.043700 0.074688 
63 0.041933 0.072241 
64 0.040257 0.069906 
65 0.038668 0.067679 
66 0.037159 0.065552 
67 0.035726 0.063521 
68 0.034365 0.061579 
69 0.033071 0.059724 
70 0.031841 0.057949 
71 0.030670 0.056250 
72 0.029555 0.054624 
73 0.028494 0.053067 
74 0.027482 0.051575 
75 0.026518 0.050145 
76 0.025598 0.048773 
77 0.024720 0.047457 
78 0.023882 0.046194 
79 0.023082 0.044981 
80 0.022317 0.043816 
81 0.021586 0.042696 
82 0.020887 0.041620 
83 0.020218 0.040584 
84 0.019578 0.039588 
85 0.018964 0.038629 
86 0.018377 0.037705 
87 0.017814 0.036815 
88 0.017274 0.035958 
89 0.016756 0.035131 
90 0.016259 0.034334 
91 0.015781 0.033564 
92 0.015323 0.032822 
93 0.014883 0.032105 
94 0.014460 0.031413 
95 0.014053 0.030744 
96 0.013662 0.030098 
97 0.013285 0.029473 
98 0.012923 0.028868 
99 0.012574 0.028284 
100 0.012238 0.027718 
